_class,id,title,name,display_name,job_title,image_50x50,image_100x100,initials,url
user,33027212,GameDev.tv Team,GameDev.tv,GameDev.tv Team,Learn to Make and Sell Games,https://img-c.udemycdn.com/user/50x50/33027212_4271_10.jpg,https://img-c.udemycdn.com/user/100x100/33027212_4271_10.jpg,GT,/user/gamedevtv/
user,5997742,Rahul Shetty,Rahul,Rahul Shetty,Teacher over 600k+ QA Students|Founder of RahulShettyAcademy,https://img-b.udemycdn.com/user/50x50/5997742_a60f_51.jpg,https://img-b.udemycdn.com/user/100x100/5997742_a60f_51.jpg,RS,/user/rahul445/
user,5487312,Stephen Grider,Stephen,Stephen Grider,Engineering Architect,https://img-c.udemycdn.com/user/50x50/5487312_0554.jpg,https://img-c.udemycdn.com/user/100x100/5487312_0554.jpg,SG,/user/sgslo/
user,4387876,Rob Percival,Rob,Rob Percival,Web Developer And Teacher,https://img-b.udemycdn.com/user/50x50/4387876_78bc.jpg,https://img-b.udemycdn.com/user/100x100/4387876_78bc.jpg,RP,/user/robpercival/
user,7231684,Andrew Mead,Andrew,Andrew Mead,A Full-stack Developer & Teacher,https://img-c.udemycdn.com/user/50x50/7231684_bc0d_5.jpg,https://img-c.udemycdn.com/user/100x100/7231684_bc0d_5.jpg,AM,/user/andrewmead/
user,7644438,Chad Darby,Chad,Chad Darby,Popular Java Spring Instructor - Best Seller,https://img-c.udemycdn.com/user/50x50/7644438_8f29.jpg,https://img-c.udemycdn.com/user/100x100/7644438_8f29.jpg,CD,/user/chaddarby2/
user,4355282,Ben Tristem,Ben,Ben Tristem,GameDev.tv Founder :: Entrepreneur :: Passionate Teacher,https://img-c.udemycdn.com/user/50x50/4355282_676b_2.jpg,https://img-c.udemycdn.com/user/100x100/4355282_676b_2.jpg,BT,/user/bentristem/
user,717783,Ardit Sulce,Ardit,Ardit Sulce,"Python Programmer. Founder and Author, PythonHow.",https://img-c.udemycdn.com/user/50x50/717783_3157_8.jpg,https://img-c.udemycdn.com/user/100x100/717783_3157_8.jpg,AS,/user/adiune/
user,712832,Mosh Hamedani,Mosh,Mosh Hamedani,Passionate Software Engineer and Best-selling Author,https://img-c.udemycdn.com/user/50x50/712832_5e8d_3.jpg,https://img-c.udemycdn.com/user/100x100/712832_5e8d_3.jpg,MH,/user/moshfeghhamedani/
user,38516954,Andrei Neagoie,Andrei,Andrei Neagoie,Founder of zerotomastery.io,https://img-c.udemycdn.com/user/50x50/38516954_b11c_3.jpg,https://img-c.udemycdn.com/user/100x100/38516954_b11c_3.jpg,AN,/user/andrei-neagoie/
user,231052,Bret Fisher,Bret,Bret Fisher,Docker Captain and DevOps Sysadmin,https://img-c.udemycdn.com/user/50x50/231052_dba0_6.jpg,https://img-c.udemycdn.com/user/100x100/231052_dba0_6.jpg,BF,/user/bretfisher/
user,35101150,Tim Buchalka's Learn Programming Academy,Tim Buchalka's Learn,Tim Buchalka's Learn Programming Academy,Professional Programmers and Teachers - 1.75M students,https://img-c.udemycdn.com/user/50x50/35101150_6f0c_4.jpg,https://img-c.udemycdn.com/user/100x100/35101150_6f0c_4.jpg,TP,/user/learn-programming-academy/
user,2467626,Anthony Alicea,Anthony,Anthony Alicea,"Software Developer, Architect, and UX Designer",https://img-c.udemycdn.com/user/50x50/2467626_f2e0_3.jpg,https://img-c.udemycdn.com/user/100x100/2467626_f2e0_3.jpg,AA,/user/anthonypalicea/
user,10444866,Ziyad Yehia,Ziyad,Ziyad Yehia,Energetic Instructor with a Project-based Approach,https://img-c.udemycdn.com/user/50x50/10444866_d31e_7.jpg,https://img-c.udemycdn.com/user/100x100/10444866_d31e_7.jpg,ZY,/user/ziyadyehia2/
user,13363166,in28Minutes Official,in28Minutes,in28Minutes Official,"DevOps, Azure, GCP, Docker, Kubernetes, Java & Spring Boot",https://img-b.udemycdn.com/user/50x50/13363166_a747.jpg,https://img-b.udemycdn.com/user/100x100/13363166_a747.jpg,IO,/user/in28minutes/
user,7315098,Imtiaz Ahmad,Imtiaz,Imtiaz Ahmad,Senior Software Engineer & Trainer @ Job Ready Programmer,https://img-c.udemycdn.com/user/50x50/7315098_7c17_3.jpg,https://img-c.udemycdn.com/user/100x100/7315098_7c17_3.jpg,IA,/user/imtiazahmad4/
user,16122994,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",Stephane Maarek,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer","Best Selling Instructor, 10x AWS Certified, Kafka Guru",https://img-c.udemycdn.com/user/50x50/16122994_284f_18.jpg,https://img-c.udemycdn.com/user/100x100/16122994_284f_18.jpg,S|,/user/stephane-maarek/
user,27878376,Abdul Bari,Abdul,Abdul Bari,Professional Programmer and Educator,https://img-b.udemycdn.com/user/50x50/27878376_ce40_3.jpg,https://img-b.udemycdn.com/user/100x100/27878376_ce40_3.jpg,AB,/user/mohammed-abdul-bari-2/
user,278531,Jason Cannon,Jason,Jason Cannon,"Professional system administrator, consultant, and author.",https://img-c.udemycdn.com/user/50x50/278531_86c0_4.jpg,https://img-c.udemycdn.com/user/100x100/278531_86c0_4.jpg,JC,/user/jasoncannon2/
user,6772884,Edwin Diaz,Edwin,Edwin Diaz,"Web Developer & Premium Instructor - 800,000 students",https://img-c.udemycdn.com/user/50x50/6772884_fcfc_2.jpg,https://img-c.udemycdn.com/user/100x100/6772884_fcfc_2.jpg,ED,/user/edwin166/
user,21681922,Brad Traversy,Brad,Brad Traversy,Full Stack Web Developer & Instructor at Traversy Media,https://img-b.udemycdn.com/user/50x50/21681922_4513_5.jpg,https://img-b.udemycdn.com/user/100x100/21681922_4513_5.jpg,BT,/user/brad-traversy/
user,13616792,Kosh Sarkar,Kosh,Kosh Sarkar,Product Manager,https://img-c.udemycdn.com/user/50x50/13616792_33d2_3.jpg,https://img-c.udemycdn.com/user/100x100/13616792_33d2_3.jpg,KS,/user/koshsarkar/
user,13148312,Sundog Education by Frank Kane,Sundog Education,Sundog Education by Frank Kane,"Founder, Sundog Education. Machine Learning Pro",https://img-b.udemycdn.com/user/50x50/13148312_b29e_3.jpg,https://img-b.udemycdn.com/user/100x100/13148312_b29e_3.jpg,SB,/user/frankkane/
user,932551,Ben Brumm,Ben,Ben Brumm,IT Software Consultant,https://img-c.udemycdn.com/user/50x50/932551_6695_3.jpg,https://img-c.udemycdn.com/user/100x100/932551_6695_3.jpg,BB,/user/benitprofessional/
user,78777828,John Honai,John,John Honai,A Computer Science Engineer and a passionate teacher!,https://img-c.udemycdn.com/user/50x50/78777828_f573_4.jpg,https://img-c.udemycdn.com/user/100x100/78777828_f573_4.jpg,JH,/user/john-honai/
user,5341724,Jason Taylor,Jason,Jason Taylor,"Lead Software Engineer, Dev Trainer (19 courses,50k reviews)",https://img-c.udemycdn.com/user/50x50/5341724_4617_2.jpg,https://img-c.udemycdn.com/user/100x100/5341724_4617_2.jpg,JT,/user/jasontaylor22/
user,22313626,Green Chameleon Learning,Green Chameleon,Green Chameleon Learning,High Quality Teaching,https://img-c.udemycdn.com/user/50x50/22313626_0663_2.jpg,https://img-c.udemycdn.com/user/100x100/22313626_0663_2.jpg,GL,/user/aaron-mirador/
user,8800948,Andrew Eddy,Andrew,Andrew Eddy,"Graphic Designer, Entrepreneur,  & Instructor",https://img-c.udemycdn.com/user/50x50/8800948_7aa9_4.jpg,https://img-c.udemycdn.com/user/100x100/8800948_7aa9_4.jpg,AE,/user/andreweddy3/
user,4573650,Denis Panjuta,Denis,Denis Panjuta,"Teaches over 200,000 students to code",https://img-c.udemycdn.com/user/50x50/4573650_9792_2.jpg,https://img-c.udemycdn.com/user/100x100/4573650_9792_2.jpg,DP,/user/denispanjuta/
user,22088672,Hendrik Kleine,Hendrik,Hendrik Kleine,Data Analytics Leader,https://img-c.udemycdn.com/user/50x50/22088672_79eb_3.jpg,https://img-c.udemycdn.com/user/100x100/22088672_79eb_3.jpg,HK,/user/hendrik-kleine/
user,31303958,Mumshad Mannambeth,Mumshad,Mumshad Mannambeth,Best Selling Instructor | Teaches Kubernetes,https://img-b.udemycdn.com/user/50x50/31303958_8529_3.jpg,https://img-b.udemycdn.com/user/100x100/31303958_8529_3.jpg,MM,/user/mumshad-mannambeth/
user,12013100,Joseph Delgadillo,Joseph,Joseph Delgadillo,Best-Selling Instructor,https://img-b.udemycdn.com/user/50x50/12013100_e696_6.jpg,https://img-b.udemycdn.com/user/100x100/12013100_e696_6.jpg,JD,/user/josephdelgadillo2/
user,22113450,Hadelin de Ponteves,Hadelin,Hadelin de Ponteves,Serial Tech Entrepreneur,https://img-c.udemycdn.com/user/50x50/22113450_6fb5_3.jpg,https://img-c.udemycdn.com/user/100x100/22113450_6fb5_3.jpg,HD,/user/hadelin-de-ponteves/
user,11900060,Brewster Knowlton,Brewster,Brewster Knowlton,Business Intelligence Expert,https://img-c.udemycdn.com/user/50x50/11900060_b897_3.jpg,https://img-c.udemycdn.com/user/100x100/11900060_b897_3.jpg,BK,/user/brewsterknowlton2/
user,8735380,Bharath Thippireddy,Bharath,Bharath Thippireddy,IT Architect and Best Selling Instructor- 600000+ students,https://img-c.udemycdn.com/user/50x50/8735380_e11b_4.jpg,https://img-c.udemycdn.com/user/100x100/8735380_e11b_4.jpg,BT,/user/bharaththippireddy/
user,9164404,Dheeru Mundluru,Dheeru,Dheeru Mundluru,"PhD, CTO & Principal Instructor at Semantic Square",https://img-c.udemycdn.com/user/50x50/9164404_c05c_4.jpg,https://img-c.udemycdn.com/user/100x100/9164404_c05c_4.jpg,DM,/user/dheerumundluru2/
user,710121,Todd McLeod,Todd,Todd McLeod,"Top-Rated Instructor, Tenured College Professor",https://img-c.udemycdn.com/user/50x50/710121_fdc7_6.jpg,https://img-c.udemycdn.com/user/100x100/710121_fdc7_6.jpg,TM,/user/toddmcleod/
user,5993622,Brad Schiff,Brad,Brad Schiff,Web Developer,https://img-c.udemycdn.com/user/50x50/5993622_f5da_2.jpg,https://img-c.udemycdn.com/user/100x100/5993622_f5da_2.jpg,BS,/user/bradschiff/
user,36549886,Neil Cummings,Neil,Neil Cummings,Professional freelance software developer,https://img-c.udemycdn.com/user/50x50/36549886_0357.jpg,https://img-c.udemycdn.com/user/100x100/36549886_0357.jpg,NC,/user/neil-cummings-2/
user,22543074,T Roshdy,T,T Roshdy,QA Engineer,https://img-c.udemycdn.com/user/50x50/22543074_7627_8.jpg,https://img-c.udemycdn.com/user/100x100/22543074_7627_8.jpg,TR,/user/trq-rshd/
user,766460,Jose Salvatierra,Jose,Jose Salvatierra,Founder of Teclado and Software Engineer,https://img-b.udemycdn.com/user/50x50/766460_67a1_3.jpg,https://img-b.udemycdn.com/user/100x100/766460_67a1_3.jpg,JS,/user/josesalvatierra/
user,33231436,Codestars • over 2 million students worldwide!,Codestars,Codestars • over 2 million students worldwide!,Teaching the Next Generation of Coders,https://img-c.udemycdn.com/user/50x50/33231436_2824_3.jpg,https://img-c.udemycdn.com/user/100x100/33231436_2824_3.jpg,C ,/user/codestars/
user,7947666,Boris Paskhaver,Boris,Boris Paskhaver,Software Engineer | Consultant | Author,https://img-c.udemycdn.com/user/50x50/7947666_5e30_4.jpg,https://img-c.udemycdn.com/user/100x100/7947666_5e30_4.jpg,BP,/user/borispaskhaver/
user,8092788,Bo Andersen,Bo,Bo Andersen,Lead Developer,https://img-b.udemycdn.com/user/50x50/8092788_2057_2.jpg,https://img-b.udemycdn.com/user/100x100/8092788_2057_2.jpg,BA,/user/boandersen3/
user,14788334,"John Thompson • 465,000+ Enrollments Worldwide",John,"John Thompson • 465,000+ Enrollments Worldwide",Spring Framework Guru - Best Selling Instructor,https://img-c.udemycdn.com/user/50x50/14788334_9734.jpg,https://img-c.udemycdn.com/user/100x100/14788334_9734.jpg,JT,/user/john-thompson-2/
user,27674560,Jonathan Weinberger,Jonathan,Jonathan Weinberger,Authorized Unity Instructor,https://img-c.udemycdn.com/user/50x50/27674560_dd2c_3.jpg,https://img-c.udemycdn.com/user/100x100/27674560_dd2c_3.jpg,JW,/user/jonathan-weinberger/
user,6956218,Zaid Sabih,Zaid,Zaid Sabih,"Ethical Hacker, Computer Scientist & CEO of zSecurity",https://img-c.udemycdn.com/user/50x50/6956218_3564_4.jpg,https://img-c.udemycdn.com/user/100x100/6956218_3564_4.jpg,ZS,/user/zaidsabih/
user,767883,Rahul Arora,Rahul,Rahul Arora,Way2Automation - Director & The Automation Guru,https://img-c.udemycdn.com/user/50x50/767883_2b35_18.jpg,https://img-c.udemycdn.com/user/100x100/767883_2b35_18.jpg,RA,/user/raman4/
user,1293438,Dan LeFebvre,Dan,Dan LeFebvre,Best-selling instructor and podcaster,https://img-c.udemycdn.com/user/50x50/1293438_9556_3.jpg,https://img-c.udemycdn.com/user/100x100/1293438_9556_3.jpg,DL,/user/danlefebvre/
user,3795950,Daniel Strong,Daniel,Daniel Strong,Excel Instructor/Programmer,https://img-c.udemycdn.com/user/50x50/3795950_7fe4.jpg,https://img-c.udemycdn.com/user/100x100/3795950_7fe4.jpg,DS,/user/danielstrong3/
user,14078692,"Oracle Master Training | 200,000+ Students Worldwide",Oracle Master Training,"Oracle Master Training | 200,000+ Students Worldwide",Oracle Architect & Best Selling Instructor,https://img-b.udemycdn.com/user/50x50/14078692_b9ed_17.jpg,https://img-b.udemycdn.com/user/100x100/14078692_b9ed_17.jpg,O|,/user/mer-daaan/
user,14145628,Edward Viaene,Edward,Edward Viaene,"DevOps, Cloud, Big Data Specialist",https://img-c.udemycdn.com/user/50x50/14145628_e20e_3.jpg,https://img-c.udemycdn.com/user/100x100/14145628_e20e_3.jpg,EV,/user/ward-viaene/
user,598757,Eduonix Learning Solutions,Eduonix,Eduonix Learning Solutions,1+ Million Students Worldwide | 200+ Courses,https://img-c.udemycdn.com/user/50x50/598757_b22a_3.jpg,https://img-c.udemycdn.com/user/100x100/598757_b22a_3.jpg,EL,/user/eduonix/
user,97332300,CodeIn Academy,CodeIn,CodeIn Academy,Certified Java Software Engineers,https://img-c.udemycdn.com/user/50x50/97332300_0f28_3.jpg,https://img-c.udemycdn.com/user/100x100/97332300_0f28_3.jpg,CA,/user/codein-academy/
user,14703256,Tao W.,Tao,Tao W.,Software engineer,https://img-b.udemycdn.com/user/50x50/14703256_c1bf_9.jpg,https://img-b.udemycdn.com/user/100x100/14703256_c1bf_9.jpg,TW,/user/tao-wei/
user,32100244,Ricardo Andre Gonzalez Gomez,Ricardo Andre,Ricardo Andre Gonzalez Gomez,Linux System Engineer,https://img-c.udemycdn.com/user/50x50/32100244_c591.jpg,https://img-c.udemycdn.com/user/100x100/32100244_c591.jpg,RG,/user/ricardo-andre-gonzalez-gomez/
user,422607,Brad Hussey,Brad,Brad Hussey,"Web Designer, Creator & Marketing Consultant",https://img-b.udemycdn.com/user/50x50/422607_77b6_10.jpg,https://img-b.udemycdn.com/user/100x100/422607_77b6_10.jpg,BH,/user/bradhussey/
user,14214490,Mark Wahlbeck,Mark,Mark Wahlbeck,CEO Devslopes | iOS | Android | Freelancing,https://img-c.udemycdn.com/user/50x50/14214490_3956_3.jpg,https://img-c.udemycdn.com/user/100x100/14214490_3956_3.jpg,MW,/user/mark-price-2/
user,23218620,Valentin Despa,Valentin,Valentin Despa,​Agile Software Developer,https://img-c.udemycdn.com/user/50x50/23218620_1661_4.jpg,https://img-c.udemycdn.com/user/100x100/23218620_1661_4.jpg,VD,/user/valentin-despa/
user,2813068,Jonathan Rasmusson,Jonathan,Jonathan Rasmusson,"Ex-Spotify Engineer, The Agile Samurai",https://img-c.udemycdn.com/user/50x50/2813068_ff54_3.jpg,https://img-c.udemycdn.com/user/100x100/2813068_ff54_3.jpg,JR,/user/jonathanrasmusson/
user,24415084,David Valentine,David,David Valentine,The Backyard Data Scientist,https://img-b.udemycdn.com/user/50x50/24415084_36c2.jpg,https://img-b.udemycdn.com/user/100x100/24415084_36c2.jpg,DV,/user/david-valentine-3/
user,37215988,Sujith George,Sujith,Sujith George,A Software Engineer With A Passion For Teaching!,https://img-c.udemycdn.com/user/50x50/37215988_5374.jpg,https://img-c.udemycdn.com/user/100x100/37215988_5374.jpg,SG,/user/sujith-george-2/
user,27329018,Daniel Ciocîrlan,Daniel,Daniel Ciocîrlan,Software Engineer & Best-Selling Instructor,https://img-c.udemycdn.com/user/50x50/27329018_4159.jpg,https://img-c.udemycdn.com/user/100x100/27329018_4159.jpg,DC,/user/daniel-ciocirlan/
user,29951918,TetraNoodle Team,TetraNoodle,TetraNoodle Team,REAL KNOWLEDGE. REAL EXPERIENCE. REAL VALUE.,https://img-b.udemycdn.com/user/50x50/29951918_0a05_5.jpg,https://img-b.udemycdn.com/user/100x100/29951918_0a05_5.jpg,TT,/user/tetratutorials/
user,28208536,Ivan Lourenço Gomes,Ivan,Ivan Lourenço Gomes,Top-Rated Tech Instructor,https://img-c.udemycdn.com/user/50x50/28208536_78ad_18.jpg,https://img-c.udemycdn.com/user/100x100/28208536_78ad_18.jpg,IL,/user/ivan-lourenco-gomes/
user,17864918,Febin George,Febin,Febin George,Software Developer,https://img-b.udemycdn.com/user/50x50/17864918_aff7_2.jpg,https://img-b.udemycdn.com/user/100x100/17864918_aff7_2.jpg,FG,/user/febin-5/
user,14266988,Lazy Programmer Inc.,Lazy Programmer,Lazy Programmer Inc.,Artificial intelligence and machine learning engineer,https://img-c.udemycdn.com/user/50x50/14266988_a969_9.jpg,https://img-c.udemycdn.com/user/100x100/14266988_a969_9.jpg,LI,/user/lazy-programmer/
user,20246784,Leon Petrou,Leon,Leon Petrou,Systems Engineer at FutureRPA,https://img-c.udemycdn.com/user/50x50/20246784_fe90_6.jpg,https://img-c.udemycdn.com/user/100x100/20246784_fe90_6.jpg,LP,/user/c696b2e4-5bd8-46b9-9a41-bb6dc0774957/
user,26256890,Christopher Murphy,Christopher,Christopher Murphy,Unreal Engine Evangelist and Director of Pub Games,https://img-b.udemycdn.com/user/50x50/26256890_d16d_3.jpg,https://img-b.udemycdn.com/user/100x100/26256890_d16d_3.jpg,CM,/user/christopher-murphy-6/
user,18187,Evan Kimbrell,Evan,Evan Kimbrell,Founder of Sprintkick | Ex-VC  | Ex-startup founder,https://img-c.udemycdn.com/user/50x50/18187_dbc6_6.jpg,https://img-c.udemycdn.com/user/100x100/18187_dbc6_6.jpg,EK,/user/evankimbrell/
user,4606812,Dmitry Shyshkin,Dmitry,Dmitry Shyshkin,I'll teach you automate tests.,https://img-c.udemycdn.com/user/50x50/4606812_6cb6_2.jpg,https://img-c.udemycdn.com/user/100x100/4606812_6cb6_2.jpg,DS,/user/dimashyshkin/
user,621716,Arkadiusz Włodarczyk,Arkadiusz,Arkadiusz Włodarczyk,"Excellent teacher, Expert in Programming",https://img-c.udemycdn.com/user/50x50/621716_0514_5.jpg,https://img-c.udemycdn.com/user/100x100/621716_0514_5.jpg,AW,/user/arkadiuszwodarczyk/
user,525118,Dmitri Nesteruk,Dmitri,Dmitri Nesteruk,Software/Hardware Engineering • Quant Finance • Algotrading,https://img-c.udemycdn.com/user/50x50/525118_7a52_4.jpg,https://img-c.udemycdn.com/user/100x100/525118_7a52_4.jpg,DN,/user/dmitrinesteruk/
user,20083068,Tim Short,Tim,Tim Short,Dev / Train / Recuit,https://img-c.udemycdn.com/user/50x50/20083068_da1c.jpg,https://img-c.udemycdn.com/user/100x100/20083068_da1c.jpg,TS,/user/tim-short/
user,35642982,The Net Ninja (Shaun Pelling),The Net Ninja,The Net Ninja (Shaun Pelling),Online Coding Tutor & Net Ninja,https://img-c.udemycdn.com/user/50x50/35642982_61b8.jpg,https://img-c.udemycdn.com/user/100x100/35642982_61b8.jpg,T(,/user/47fd83f6-5e4a-4e87-a0f0-519ac51f91b6/
user,8820730,Ravinder Deol,Ravinder,Ravinder Deol,"Cryptocurrency & No-Code Teacher, 200K+ Students",https://img-c.udemycdn.com/user/50x50/8820730_5827_21.jpg,https://img-c.udemycdn.com/user/100x100/8820730_5827_21.jpg,RD,/user/ravinderdeol/
user,6007434,Lets Kode It,Lets,Lets Kode It,Anyone can code - Changing Lives Everyday,https://img-c.udemycdn.com/user/50x50/6007434_d2c5_7.jpg,https://img-c.udemycdn.com/user/100x100/6007434_d2c5_7.jpg,LK,/user/letskodeit/
user,21178878,Binary Brain,Binary,Binary Brain,Coding Expert with 10+ years development expertise,https://img-c.udemycdn.com/user/50x50/21178878_27a5.jpg,https://img-c.udemycdn.com/user/100x100/21178878_27a5.jpg,BB,/user/binary-brain/
user,8843166,Bhrugen Patel,Bhrugen,Bhrugen Patel,Microsoft MVP | Passionate Software Architect,https://img-c.udemycdn.com/user/50x50/8843166_7381_7.jpg,https://img-c.udemycdn.com/user/100x100/8843166_7381_7.jpg,BP,/user/bhrugenpatel/
user,75391750,Lazy Programmer Team,Lazy Programmer,Lazy Programmer Team,Artificial Intelligence and Machine Learning Engineer,https://img-c.udemycdn.com/user/50x50/75391750_5441.jpg,https://img-c.udemycdn.com/user/100x100/75391750_5441.jpg,LT,/user/lazy-programmer-team/
user,680673,Bryan Lamb,Bryan,Bryan Lamb,My courses will improve your life and income!,https://img-c.udemycdn.com/user/50x50/680673_b97d_3.jpg,https://img-c.udemycdn.com/user/100x100/680673_b97d_3.jpg,BL,/user/bryanl/
user,69436942,Sean Campbell,Sean,Sean Campbell,Software Engineer,https://img-b.udemycdn.com/user/50x50/69436942_a5e6_8.jpg,https://img-b.udemycdn.com/user/100x100/69436942_a5e6_8.jpg,SC,/user/sean-campbell-31/
user,456740,Fred Baptiste,Fred,Fred Baptiste,Professional Developer and Mathematician,https://img-c.udemycdn.com/user/50x50/456740_4d23_3.jpg,https://img-c.udemycdn.com/user/100x100/456740_4d23_3.jpg,FB,/user/fredbaptiste/
user,12796044,Bryson Payne,Bryson,Bryson Payne,Best-Selling Author & Professor w/students in 178 countries,https://img-c.udemycdn.com/user/50x50/12796044_b6aa_5.jpg,https://img-c.udemycdn.com/user/100x100/12796044_b6aa_5.jpg,BP,/user/brysonpayne/
user,14836466,Josh Werner,Josh,Josh Werner,Web Development | Adobe | Google | Microsoft | Productivity,https://img-c.udemycdn.com/user/50x50/14836466_a8a5_7.jpg,https://img-c.udemycdn.com/user/100x100/14836466_a8a5_7.jpg,JW,/user/josh-werner/
user,7071892,Nikolay Advolodkin,Nikolay,Nikolay Advolodkin,Principal solutions architect and passionate teacher,https://img-b.udemycdn.com/user/50x50/7071892_cb81_4.jpg,https://img-b.udemycdn.com/user/100x100/7071892_cb81_4.jpg,NA,/user/nikolaya/
user,16779544,Kurt Anderson,Kurt,Kurt Anderson,"Multi-Media Designer, Computer Scientist, YouTube Guru",https://img-c.udemycdn.com/user/50x50/16779544_df61_2.jpg,https://img-c.udemycdn.com/user/100x100/16779544_df61_2.jpg,KA,/user/kurt-anderson-3/
user,7307324,David Nixon,David,David Nixon,Software Developer,https://img-c.udemycdn.com/user/50x50/7307324_970b.jpg,https://img-c.udemycdn.com/user/100x100/7307324_970b.jpg,DN,/user/davidnixon3/
user,25295786,"Codingdojo, Inc.","Codingdojo,","Codingdojo, Inc.",Web Development Bootcamp,https://img-c.udemycdn.com/user/50x50/25295786_ba85.jpg,https://img-c.udemycdn.com/user/100x100/25295786_ba85.jpg,CI,/user/codingdojo/
user,26018032,YouAccel Training,YouAccel,YouAccel Training,"6+ Million Enrollments, 70k+ Reviews. Register Today.",https://img-c.udemycdn.com/user/50x50/26018032_40e0_7.jpg,https://img-c.udemycdn.com/user/100x100/26018032_40e0_7.jpg,YT,/user/youaccel/
user,21955768,Intertech Training,Intertech,Intertech Training,Teaching & Training on Software Development Since 1991,https://img-c.udemycdn.com/user/50x50/21955768_0503_2.jpg,https://img-c.udemycdn.com/user/100x100/21955768_0503_2.jpg,IT,/user/intertech/
user,44831418,Michael Pogrebinsky | Software Architecture & Java Programming Expert,Michael,Michael Pogrebinsky | Software Architecture & Java Programming Expert,Professional Software Engineer | SW Architect | Instructor,https://img-b.udemycdn.com/user/50x50/44831418_b215_3.jpg,https://img-b.udemycdn.com/user/100x100/44831418_b215_3.jpg,MP,/user/michael-pogrebinsky/
user,30749620,Francesco Santi,Francesco,Francesco Santi,Phd,https://img-c.udemycdn.com/user/50x50/30749620_67d1.jpg,https://img-c.udemycdn.com/user/100x100/30749620_67d1.jpg,FS,/user/4f51195a-8145-433d-a1bd-80ad9c9b086d/
user,13822456,Ariel Weinberger,Ariel,Ariel Weinberger,VP of R&D @ Amplication,https://img-c.udemycdn.com/user/50x50/13822456_0255_4.jpg,https://img-c.udemycdn.com/user/100x100/13822456_0255_4.jpg,AW,/user/ariel-weinberger/
user,24037506,Yassin Marco,Yassin,Yassin Marco,Helped over 1 300 000+ students in 198 countries,https://img-c.udemycdn.com/user/50x50/24037506_57fd_4.jpg,https://img-c.udemycdn.com/user/100x100/24037506_57fd_4.jpg,YM,/user/ataouyl-yassin/
user,49243060,Applause Interactive,Applause,Applause Interactive,We Build to Delight,https://img-c.udemycdn.com/user/50x50/49243060_538b.jpg,https://img-c.udemycdn.com/user/100x100/49243060_538b.jpg,AI,/user/applause-interactive/
